Year,Month,Day,TAVG,TMAX,TMIN
1915,9,18,72.5,79,66
1915,9,19,68,72,64
1915,9,20,68.5,77,60
1915,9,21,64,73,55
1915,9,22,57,64,50
1915,9,23,57,66,48
1915,9,24,63,73,53
1915,9,25,64.5,72,57
1915,9,26,62,70,54
1915,9,27,55,63,47
1915,9,28,54.5,64,45
1915,9,29,58,70,46
1915,9,30,58,70,46
1915,10,1,54.5,57,52
1915,10,2,52,55,49
1915,10,3,55,61,49
1915,10,4,57.5,65,50
1915,10,5,64.5,69,60
1915,10,6,55.5,60,51
1915,10,7,54.5,60,49
1915,10,8,58.5,66,51
1915,10,9,52,59,45
1915,10,10,50.5,59,42
1915,10,11,51,62,40
1915,10,12,61,72,50
1915,10,13,63.5,74,53
1915,10,14,69.5,77,62
1915,10,15,70.5,79,62
1915,10,16,59.5,63,56
1915,10,17,63,73,53
1915,10,18,61,70,52
1915,10,19,65.5,73,58
1915,10,20,66,70,62
1915,10,21,68.5,78,59
1915,10,22,59,65,53
1915,10,23,47,54,40
1915,10,24,47.5,55,40
1915,10,25,46.5,56,37
1915,10,26,59.5,66,53
1915,10,27,59,70,48
1915,10,28,51,60,42
1915,10,29,59.5,68,51
1915,10,30,52,57,47
1915,10,31,52.5,61,44
1915,11,1,61.5,71,52
1915,11,2,58.5,68,49
1915,11,3,46,51,41
1915,11,4,44,49,39
1915,11,5,47.5,54,41
1915,11,6,43.5,49,38
1915,11,7,43.5,53,34
1915,11,8,47.5,58,37
1915,11,9,54.5,65,44
1915,11,10,47,55,39
1915,11,11,48.5,56,41
1915,11,12,54.5,59,50
1915,11,13,51.5,60,43
1915,11,14,48,53,43
1915,11,15,45,52,38
1915,11,16,40,45,35
1915,11,17,40.5,46,35
1915,11,18,40.5,50,31
1915,11,19,51.5,60,43
1915,11,20,45.5,48,43
1915,11,21,47.5,56,39
1915,11,22,37.5,41,34
1915,11,23,36,41,31
1915,11,24,40,43,37
1915,11,25,41,48,34
1915,11,26,47,56,38
1915,11,27,48.5,53,44
1915,11,28,49,55,43
1915,11,29,45.5,55,36
1915,11,30,36.5,41,32
1915,12,1,34.5,42,27
1915,12,2,36,38,34
1915,12,3,35.5,39,32
1915,12,4,30.5,35,26
1915,12,5,31.5,38,25
1915,12,6,30.5,36,25
1915,12,7,30.5,33,28
1915,12,8,34,39,29
1915,12,9,34,42,26
1915,12,10,26,29,23
1915,12,11,26.5,32,21
1915,12,12,27,34,20
1915,12,13,32.5,35,30
1915,12,14,29,34,24
1915,12,15,25.5,30,21
1915,12,16,31.5,36,27
1915,12,17,35,43,27
1915,12,18,48.5,57,40
1915,12,19,38,40,36
1915,12,20,33,37,29
1915,12,21,31,36,26
1915,12,22,32.5,40,25
1915,12,23,39.5,47,32
1915,12,24,42,46,38
1915,12,25,46.5,55,38
1915,12,26,42,55,29
1915,12,27,35.5,42,29
1915,12,28,40.5,44,37
1915,12,29,31,37,25
1915,12,30,24,29,19
1915,12,31,22,31,13
1916,1,1,34.5,39,30
1916,1,2,37,40,34
1916,1,3,35.5,40,31
1916,1,4,31.5,37,26
1916,1,5,47,58,36
1916,1,6,43,58,28
1916,1,7,24.5,29,20
1916,1,8,18,23,13
1916,1,9,21.5,30,13
1916,1,10,36,42,30
1916,1,11,44,52,36
1916,1,12,33.5,36,31
1916,1,13,40.5,49,32
1916,1,14,20.5,32,9
1916,1,15,16.5,26,7
1916,1,16,31,37,25
1916,1,17,22,32,12
1916,1,18,15.5,21,10
1916,1,19,23,30,16
1916,1,20,33,42,24
1916,1,21,48,57,39
1916,1,22,51,61,41
1916,1,23,41.5,48,35
1916,1,24,37,43,31
1916,1,25,45,55,35
1916,1,26,54.5,60,49
1916,1,27,61,69,53
1916,1,28,51,66,36
1916,1,29,31.5,37,26
1916,1,30,35,39,31
1916,1,31,51,63,39
1916,2,1,51,60,42
1916,2,2,34,42,26
1916,2,3,26,31,21
1916,2,4,22,27,17
1916,2,5,32.5,40,25
1916,2,6,41,46,36
1916,2,7,30.5,44,17
1916,2,8,21.5,28,15
1916,2,9,32.5,38,27
1916,2,10,30.5,35,26
1916,2,11,26,29,23
1916,2,12,26,27,25
1916,2,13,18,26,10
1916,2,14,7,12,2
1916,2,15,14.5,26,3
1916,2,16,26,32,20
1916,2,17,36.5,43,30
1916,2,18,33,41,25
1916,2,19,16,25,7
1916,2,20,24,32,16
1916,2,21,14,23,5
1916,2,22,29.5,42,17
1916,2,23,37.5,43,32
1916,2,24,31,33,29
1916,2,25,40,48,32
1916,2,26,34.5,38,31
1916,2,27,25,31,19
1916,2,28,23,27,19
1916,2,29,24.5,32,17
1916,3,1,31,36,26
1916,3,2,28.5,32,25
1916,3,3,26.5,32,21
1916,3,4,22.5,27,18
1916,3,5,26,34,18
1916,3,6,23,29,17
1916,3,7,33.5,40,27
1916,3,8,30.5,33,28
1916,3,9,26.5,34,19
1916,3,10,34,42,26
1916,3,11,26,32,20
1916,3,12,28,36,20
1916,3,13,40.5,49,32
1916,3,14,34.5,37,32
1916,3,15,24,33,15
1916,3,16,20.5,26,15
1916,3,17,17.5,26,9
1916,3,18,15.5,24,7
1916,3,19,28.5,35,22
1916,3,20,27,34,20
1916,3,21,34.5,40,29
1916,3,22,33,39,27
1916,3,23,29,36,22
1916,3,24,31,42,20
1916,3,25,47.5,58,37
1916,3,26,49,61,37
1916,3,27,47,54,40
1916,3,28,41,43,39
1916,3,29,42,45,39
1916,3,30,50.5,59,42
1916,3,31,54.5,65,44
1916,4,1,55,63,47
1916,4,2,48.5,56,41
1916,4,3,44.5,50,39
1916,4,4,37.5,40,35
1916,4,5,48.5,60,37
1916,4,6,43.5,49,38
1916,4,7,43,50,36
1916,4,8,35.5,37,34
1916,4,9,37.5,43,32
1916,4,10,44,50,38
1916,4,11,49.5,59,40
1916,4,12,52.5,58,47
1916,4,13,47.5,52,43
1916,4,14,47.5,54,41
1916,4,15,50.5,61,40
1916,4,16,52.5,62,43
1916,4,17,53.5,61,46
1916,4,18,48.5,52,45
1916,4,19,51.5,61,42
1916,4,20,54,60,48
1916,4,21,53,60,46
1916,4,22,43.5,46,41
1916,4,23,48,52,44
1916,4,24,50.5,56,45
1916,4,25,49,53,45
1916,4,26,54,62,46
1916,4,27,44,46,42
1916,4,28,48,54,42
1916,4,29,58,70,46
1916,4,30,57.5,68,47
1916,5,1,56.5,69,44
1916,5,2,63.5,78,49
1916,5,3,60.5,66,55
1916,5,4,63,73,53
1916,5,5,58.5,64,53
1916,5,6,65,76,54
1916,5,7,62.5,67,58
1916,5,8,66,76,56
1916,5,9,59,67,51
1916,5,10,55,62,48
1916,5,11,69,79,59
1916,5,12,61.5,69,54
1916,5,13,60.5,68,53
1916,5,14,55.5,61,50
1916,5,15,51.5,55,48
1916,5,16,53,58,48
1916,5,17,53.5,58,49
1916,5,18,52,58,46
1916,5,19,56.5,68,45
1916,5,20,61,68,54
1916,5,21,60.5,72,49
1916,5,22,60,69,51
1916,5,23,54,56,52
1916,5,24,61,68,54
1916,5,25,71.5,81,62
1916,5,26,68.5,78,59
1916,5,27,66,75,57
1916,5,28,68,80,56
1916,5,29,72.5,80,65
1916,5,30,72,81,63
1916,5,31,65.5,73,58
1916,6,1,65.5,78,53
1916,6,2,67.5,79,56
1916,6,3,65.5,71,60
1916,6,4,67,78,56
1916,6,5,69.5,79,60
1916,6,6,67,76,58
1916,6,7,60.5,67,54
1916,6,8,56,57,55
1916,6,9,55.5,57,54
1916,6,10,56,61,51
1916,6,11,54.5,57,52
1916,6,12,65.5,76,55
1916,6,13,69.5,79,60
1916,6,14,63.5,70,57
1916,6,15,57,60,54
1916,6,16,62,69,55
1916,6,17,69.5,76,63
1916,6,18,72,81,63
1916,6,19,69.5,75,64
1916,6,20,68,78,58
1916,6,21,61,68,54
1916,6,22,63.5,74,53
1916,6,23,66,76,56
1916,6,24,67.5,76,59
1916,6,25,67,70,64
1916,6,26,72.5,81,64
1916,6,27,72.5,79,66
1916,6,28,75,84,66
1916,6,29,72.5,83,62
1916,6,30,72,80,64
1916,7,1,74,86,62
1916,7,2,77,86,68
1916,7,3,76.5,86,67
1916,7,4,69.5,75,64
1916,7,5,63.5,67,60
1916,7,6,73,85,61
1916,7,7,79,91,67
1916,7,8,81.5,92,71
1916,7,9,72,77,67
1916,7,10,70.5,75,66
1916,7,11,80,89,71
1916,7,12,83,92,74
1916,7,13,82,94,70
1916,7,14,72.5,79,66
1916,7,15,69.5,76,63
1916,7,16,71.5,79,64
1916,7,17,75.5,80,71
1916,7,18,78,85,71
1916,7,19,76,85,67
1916,7,20,76,82,70
1916,7,21,79,88,70
1916,7,22,77,82,72
1916,7,23,75.5,79,72
1916,7,24,74,78,70
1916,7,25,74,76,72
1916,7,26,79,85,73
1916,7,27,78.5,85,72
1916,7,28,72.5,78,67
1916,7,29,69.5,78,61
1916,7,30,73.5,82,65
1916,7,31,84.5,94,75
1916,8,1,75.5,82,69
1916,8,2,72.5,79,66
1916,8,3,72.5,80,65
1916,8,4,77.5,84,71
1916,8,5,80.5,87,74
1916,8,6,83,93,73
1916,8,7,82.5,91,74
1916,8,8,84,94,74
1916,8,9,76.5,85,68
1916,8,10,65,68,62
1916,8,11,65,69,61
1916,8,12,76.5,86,67
1916,8,13,66,72,60
1916,8,14,68.5,80,57
1916,8,15,72,83,61
1916,8,16,73.5,79,68
1916,8,17,75.5,87,64
1916,8,18,74.5,82,67
1916,8,19,75.5,85,66
1916,8,20,74.5,84,65
1916,8,21,78,92,64
1916,8,22,86,95,77
1916,8,23,81,92,70
1916,8,24,72.5,78,67
1916,8,25,76,88,64
1916,8,26,77.5,85,70
1916,8,27,79,87,71
1916,8,28,65.5,73,58
1916,8,29,65,74,56
1916,8,30,71.5,82,61
1916,8,31,75,85,65
1916,9,1,76.5,88,65
1916,9,2,70,80,60
1916,9,3,64,74,54
1916,9,4,68.5,77,60
1916,9,5,76,87,65
1916,9,6,72,79,65
1916,9,7,76,82,70
1916,9,8,79.5,93,66
1916,9,9,70,76,64
1916,9,10,65.5,75,56
1916,9,11,64,70,58
1916,9,12,65,73,57
1916,9,13,70,80,60
1916,9,14,77,87,67
1916,9,15,73.5,80,67
1916,9,16,64,72,56
1916,9,17,62,71,53
1916,9,18,63.5,73,54
1916,9,19,57.5,65,50
1916,9,20,62.5,75,50
1916,9,21,63.5,72,55
1916,9,22,69,75,63
1916,9,23,69,78,60
1916,9,24,61,68,54
1916,9,25,58,64,52
1916,9,26,61.5,74,49
1916,9,27,72.5,82,63
1916,9,28,74,82,66
1916,9,29,65.5,78,53
1916,9,30,51.5,59,44
1916,10,1,51.5,62,41
1916,10,2,56.5,66,47
1916,10,3,60,72,48
1916,10,4,63.5,70,57
1916,10,5,66,78,54
1916,10,6,70.5,80,61
1916,10,7,68,76,60
1916,10,8,70.5,84,57
1916,10,9,69,86,52
1916,10,10,48,55,41
1916,10,11,53,64,42
1916,10,12,57,66,48
1916,10,13,61.5,68,55
1916,10,14,50.5,57,44
1916,10,15,52.5,62,43
1916,10,16,59.5,65,54
1916,10,17,55,66,44
1916,10,18,47.5,55,40
1916,10,19,58,68,48
1916,10,20,71,77,65
1916,10,21,58.5,69,48
1916,10,22,51.5,59,44
1916,10,23,49.5,55,44
1916,10,24,52.5,62,43
1916,10,25,54.5,62,47
1916,10,26,53.5,61,46
1916,10,27,49,56,42
1916,10,28,55.5,64,47
1916,10,29,53.5,63,44
1916,10,30,61,66,56
1916,10,31,59.5,64,55
1916,11,1,54.5,61,48
1916,11,2,54.5,64,45
1916,11,3,49.5,55,44
1916,11,4,48.5,54,43
1916,11,5,49.5,56,43
1916,11,6,46,52,40
1916,11,7,48,56,40
1916,11,8,53,60,46
1916,11,9,59,71,47
1916,11,10,54,60,48
1916,11,11,48.5,55,42
1916,11,12,45.5,53,38
1916,11,13,50,53,47
1916,11,14,45,57,33
1916,11,15,34,37,31
1916,11,16,33.5,39,28
1916,11,17,40.5,47,34
1916,11,18,42,46,38
1916,11,19,42,51,33
1916,11,20,45.5,53,38
1916,11,21,35,42,28
1916,11,22,36,44,28
1916,11,23,51,61,41
1916,11,24,44.5,54,35
1916,11,25,31.5,35,28
1916,11,26,30.5,36,25
1916,11,27,43.5,52,35
1916,11,28,44.5,50,39
1916,11,29,54.5,63,46
1916,11,30,48.5,57,40
1916,12,1,41,45,37
1916,12,2,43,49,37
1916,12,3,40,45,35
1916,12,4,50.5,57,44
1916,12,5,58,63,53
1916,12,6,49,56,42
1916,12,7,44.5,51,38
1916,12,8,41,43,39
1916,12,9,41.5,49,34
1916,12,10,36,41,31
1916,12,11,35,39,31
1916,12,12,36,40,32
1916,12,13,31.5,35,28
1916,12,14,27.5,32,23
1916,12,15,25.5,28,23
1916,12,16,20.5,24,17
1916,12,17,22.5,28,17
1916,12,18,24,29,19
1916,12,19,23.5,28,19
1916,12,20,26.5,35,18
1916,12,21,36.5,39,34
1916,12,22,35.5,42,29
1916,12,23,29.5,34,25
1916,12,24,30,36,24
1916,12,25,34,40,28
1916,12,26,28.5,33,24
1916,12,27,32.5,41,24
1916,12,28,36.5,42,31
1916,12,29,26.5,31,22
1916,12,30,23,27,19
1916,12,31,23.5,28,19
1917,1,1,29,35,23
1917,1,2,37.5,40,35
1917,1,3,41,45,37
1917,1,4,43,46,40
1917,1,5,44.5,51,38
1917,1,6,40.5,47,34
1917,1,7,41.5,50,33
1917,1,8,37,45,29
1917,1,9,44.5,50,39
1917,1,10,41,50,32
1917,1,11,20,32,8
1917,1,12,14,20,8
1917,1,13,31.5,46,17
1917,1,14,36.5,51,22
1917,1,15,21,24,18
1917,1,16,25,30,20
1917,1,17,26.5,33,20
1917,1,18,32,37,27
1917,1,19,25.5,31,20
1917,1,20,29,38,20
1917,1,21,32.5,37,28
1917,1,22,37.5,50,25
1917,1,23,24.5,29,20
1917,1,24,31.5,36,27
1917,1,25,33,40,26
1917,1,26,25,32,18
1917,1,27,21.5,28,15
1917,1,28,35,43,27
1917,1,29,34,41,27
1917,1,30,43.5,48,39
1917,1,31,39.5,43,36
1917,2,1,35.5,48,23
1917,2,2,15.5,23,8
1917,2,3,11,16,6
1917,2,4,26.5,37,16
1917,2,5,22.5,33,12
1917,2,6,21,28,14
1917,2,7,29,38,20
1917,2,8,40,47,33
1917,2,9,27,42,12
1917,2,10,15,21,9
1917,2,11,15.5,23,8
1917,2,12,7.5,12,3
1917,2,13,12,24,0
1917,2,14,27.5,35,20
1917,2,15,29,33,25
1917,2,16,29.5,35,24
1917,2,17,34.5,42,27
1917,2,18,39,48,30
1917,2,19,30,35,25
1917,2,20,39,46,32
1917,2,21,31,36,26
1917,2,22,31,38,24
1917,2,23,35.5,44,27
1917,2,24,39,47,31
1917,2,25,27,33,21
1917,2,26,40.5,49,32
1917,2,27,47.5,55,40
1917,2,28,35,40,30
1917,3,1,33.5,36,31
1917,3,2,33.5,37,30
1917,3,3,32,35,29
1917,3,4,32.5,34,31
1917,3,5,27.5,32,23
1917,3,6,27,34,20
1917,3,7,31,39,23
1917,3,8,43.5,48,39
1917,3,9,40.5,46,35
1917,3,10,38,44,32
1917,3,11,43,49,37
1917,3,12,41,52,30
1917,3,13,37,46,28
1917,3,14,33.5,36,31
1917,3,15,39,44,34
1917,3,16,41,49,33
1917,3,17,43,48,38
1917,3,18,34,41,27
1917,3,19,25,28,22
1917,3,20,38.5,54,23
1917,3,21,41,46,36
1917,3,22,41,50,32
1917,3,23,44,51,37
1917,3,24,50,56,44
1917,3,25,47,54,40
1917,3,26,46,54,38
1917,3,27,46,52,40
1917,3,28,42.5,48,37
1917,3,29,47.5,54,41
1917,3,30,45.5,54,37
1917,3,31,52,62,42
1917,4,1,63.5,83,44
1917,4,2,47,54,40
1917,4,3,49,55,43
1917,4,4,49,60,38
1917,4,5,41,47,35
1917,4,6,42.5,49,36
1917,4,7,41,44,38
1917,4,8,39.5,45,34
1917,4,9,34,40,28
1917,4,10,37.5,46,29
1917,4,11,48,62,34
1917,4,12,47,54,40
1917,4,13,41.5,48,35
1917,4,14,44,54,34
1917,4,15,41.5,48,35
1917,4,16,45.5,52,39
1917,4,17,49.5,62,37
1917,4,18,58.5,73,44
1917,4,19,58,69,47
1917,4,20,51,54,48
1917,4,21,58,70,46
1917,4,22,62.5,72,53
1917,4,23,64.5,75,54
1917,4,24,51.5,57,46
1917,4,25,46.5,55,38
1917,4,26,43.5,46,41
1917,4,27,47.5,54,41
1917,4,28,50.5,58,43
1917,4,29,51.5,59,44
1917,4,30,46,48,44
1917,5,1,43,45,41
1917,5,2,50,58,42
1917,5,3,46.5,52,41
1917,5,4,45.5,53,38
1917,5,5,42,44,40
1917,5,6,44,48,40
1917,5,7,47.5,52,43
1917,5,8,47.5,52,43
1917,5,9,52,61,43
1917,5,10,49.5,55,44
1917,5,11,55,64,46
1917,5,12,52,61,43
1917,5,13,51,58,44
1917,5,14,61,72,50
1917,5,15,55,62,48
1917,5,16,51,56,46
1917,5,17,56,67,45
1917,5,18,60,70,50
1917,5,19,67.5,79,56
1917,5,20,70,84,56
1917,5,21,63.5,73,54
1917,5,22,54,59,49
1917,5,23,56.5,64,49
1917,5,24,56,63,49
1917,5,25,54,60,48
1917,5,26,62,74,50
1917,5,27,63.5,72,55
1917,5,28,52,55,49
1917,5,29,53.5,59,48
1917,5,30,63,74,52
1917,5,31,60.5,68,53
1917,6,1,60,64,56
1917,6,2,62.5,69,56
1917,6,3,69.5,81,58
1917,6,4,68,78,58
1917,6,5,68,78,58
1917,6,6,69,78,60
1917,6,7,67,75,59
1917,6,8,73,84,62
1917,6,9,74,83,65
1917,6,10,69,76,62
1917,6,11,66.5,70,63
1917,6,12,69.5,77,62
1917,6,13,65,69,61
1917,6,14,67.5,74,61
1917,6,15,66,71,61
1917,6,16,66.5,73,60
1917,6,17,64,73,55
1917,6,18,69.5,81,58
1917,6,19,73.5,83,64
1917,6,20,75,83,67
1917,6,21,74,81,67
1917,6,22,76,89,63
1917,6,23,77,85,69
1917,6,24,76.5,87,66
1917,6,25,71,80,62
1917,6,26,73.5,81,66
1917,6,27,76,86,66
1917,6,28,75.5,83,68
1917,6,29,74.5,83,66
1917,6,30,71,81,61
1917,7,1,73.5,83,64
1917,7,2,81.5,93,70
1917,7,3,69,75,63
1917,7,4,74,83,65
1917,7,5,74,83,65
1917,7,6,75,83,67
1917,7,7,75,82,68
1917,7,8,68,74,62
1917,7,9,68.5,74,63
1917,7,10,63,65,61
1917,7,11,61.5,64,59
1917,7,12,66.5,72,61
1917,7,13,75,85,65
1917,7,14,76,84,68
1917,7,15,73,78,68
1917,7,16,78.5,88,69
1917,7,17,80,88,72
1917,7,18,78.5,84,73
1917,7,19,76.5,80,73
1917,7,20,79,86,72
1917,7,21,78.5,84,73
1917,7,22,77.5,89,66
1917,7,23,80,88,72
1917,7,24,80,87,73
1917,7,25,77,83,71
1917,7,26,81.5,88,75
1917,7,27,82,91,73
1917,7,28,74.5,82,67
1917,7,29,77.5,85,70
1917,7,30,88,98,78
1917,7,31,91,100,82
1917,8,1,90,98,82
1917,8,2,86,98,74
1917,8,3,76.5,84,69
1917,8,4,75,83,67
1917,8,5,74.5,83,66
1917,8,6,76,84,68
1917,8,7,79,88,70
1917,8,8,78,82,74
1917,8,9,79,83,75
1917,8,10,75,81,69
1917,8,11,73.5,82,65
1917,8,12,75.5,84,67
1917,8,13,76,84,68
1917,8,14,75,81,69
1917,8,15,76,82,70
1917,8,16,77,82,72
1917,8,17,76.5,84,69
1917,8,18,72,82,62
1917,8,19,73.5,84,63
1917,8,20,78,87,69
1917,8,21,79.5,88,71
1917,8,22,74,78,70
1917,8,23,71.5,75,68
1917,8,24,79,86,72
1917,8,25,75,86,64
1917,8,26,67,76,58
1917,8,27,74,84,64
1917,8,28,75,83,67
1917,8,29,78,85,71
1917,8,30,75,82,68
1917,8,31,70,75,65
1917,9,1,66,68,64
1917,9,2,70.5,77,64
1917,9,3,71.5,79,64
1917,9,4,66,74,58
1917,9,5,63.5,71,56
1917,9,6,68,75,61
1917,9,7,62.5,70,55
1917,9,8,60,65,55
1917,9,9,60.5,70,51
1917,9,10,56,64,48
1917,9,11,52.5,62,43
1917,9,12,58,70,46
1917,9,13,64,76,52
1917,9,14,65.5,75,56
1917,9,15,64,68,60
1917,9,16,62,67,57
1917,9,17,58.5,67,50
1917,9,18,68.5,79,58
1917,9,19,69.5,80,59
1917,9,20,72,84,60
1917,9,21,69,78,60
1917,9,22,59.5,66,53
1917,9,23,53,61,45
1917,9,24,54,60,48
1917,9,25,64,71,57
1917,9,26,66.5,77,56
1917,9,27,69,78,60
1917,9,28,67.5,74,61
1917,9,29,63.5,72,55
1917,9,30,61.5,69,54
1917,10,1,56,62,50
1917,10,2,54.5,64,45
1917,10,3,58,66,50
1917,10,4,64.5,73,56
1917,10,5,63.5,72,55
1917,10,6,53,61,45
1917,10,7,50.5,59,42
1917,10,8,57,65,49
1917,10,9,45.5,49,42
1917,10,10,48.5,54,43
1917,10,11,49,54,44
1917,10,12,52.5,62,43
1917,10,13,46.5,56,37
1917,10,14,52.5,62,43
1917,10,15,61.5,70,53
1917,10,16,60.5,68,53
1917,10,17,51.5,59,44
1917,10,18,55,58,52
1917,10,19,61.5,69,54
1917,10,20,48,54,42
1917,10,21,45,52,38
1917,10,22,50,60,40
1917,10,23,50,57,43
1917,10,24,50.5,56,45
1917,10,25,48,52,44
1917,10,26,50,58,42
1917,10,27,60.5,65,56
1917,10,28,55.5,61,50
1917,10,29,53,62,44
1917,10,30,50.5,65,36
1917,10,31,39,46,32
1917,11,1,40,47,33
1917,11,2,41.5,48,35
1917,11,3,42,48,36
1917,11,4,40,46,34
1917,11,5,42,52,32
1917,11,6,50.5,62,39
1917,11,7,40,46,34
1917,11,8,42.5,53,32
1917,11,9,49.5,57,42
1917,11,10,53,61,45
1917,11,11,47.5,57,38
1917,11,12,48.5,59,38
1917,11,13,39,45,33
1917,11,14,47,58,36
1917,11,15,51.5,63,40
1917,11,16,41,45,37
1917,11,17,44,52,36
1917,11,18,52,63,41
1917,11,19,37.5,41,34
1917,11,20,41,48,34
1917,11,21,43.5,46,41
1917,11,22,46.5,51,42
1917,11,23,46,53,39
1917,11,24,33.5,39,28
1917,11,25,25.5,30,21
1917,11,26,26,31,21
1917,11,27,25,31,19
1917,11,28,32.5,37,28
1917,11,29,39.5,46,33
1917,11,30,40,43,37
1917,12,1,42.5,47,38
1917,12,2,31.5,38,25
1917,12,3,32.5,40,25
1917,12,4,33.5,36,31
1917,12,5,36.5,43,30
1917,12,6,32,38,26
1917,12,7,26.5,32,21
1917,12,8,31.5,44,19
1917,12,9,29,42,16
1917,12,10,14,17,11
1917,12,11,17,23,11
1917,12,12,20.5,24,17
1917,12,13,25.5,35,16
1917,12,14,26.5,34,19
1917,12,15,16,22,10
1917,12,16,14.5,20,9
1917,12,17,24,30,18
1917,12,18,29,33,25
1917,12,19,32,36,28
1917,12,20,37.5,40,35
1917,12,21,39,46,32
1917,12,22,32,43,21
1917,12,23,24.5,34,15
1917,12,24,38.5,44,33
1917,12,25,32.5,41,24
1917,12,26,22.5,27,18
1917,12,27,17,21,13
1917,12,28,21.5,35,8
1917,12,29,-6,-6,
1917,12,30,-5.5,2,-13
1917,12,31,-0.5,6,-7
1918,1,1,3,10,-4
1918,1,2,6,10,2
1918,1,3,6,12,0
1918,1,4,7.5,18,-3
1918,1,5,20.5,26,15
1918,1,6,27.5,33,22
1918,1,7,31.5,36,27
1918,1,8,29.5,36,23
1918,1,9,25,27,23
1918,1,10,28.5,33,24
1918,1,11,30,34,26
1918,1,12,35.5,53,18
1918,1,13,12,18,6
1918,1,14,22.5,30,15
1918,1,15,32,40,24
1918,1,16,25.5,30,21
1918,1,17,34,39,29
1918,1,18,29.5,33,26
1918,1,19,19.5,27,12
1918,1,20,14,20,8
1918,1,21,18,25,11
1918,1,22,18.5,20,17
1918,1,23,19.5,25,14
1918,1,24,18.5,23,14
1918,1,25,30.5,38,23
1918,1,26,27,38,16
1918,1,27,13,17,9
1918,1,28,15,21,9
1918,1,29,25.5,32,19
1918,1,30,21,24,18
1918,1,31,26,31,21
1918,2,1,16,24,8
1918,2,2,13.5,22,5
1918,2,3,25,31,19
1918,2,4,15.5,31,0
1918,2,5,-1,4,-6
1918,2,6,19.5,38,1
1918,2,7,42,50,34
1918,2,8,28,34,22
1918,2,9,30,38,22
1918,2,10,31.5,37,26
1918,2,11,37,41,33
1918,2,12,45,52,38
1918,2,13,43,49,37
1918,2,14,40.5,46,35
1918,2,15,40.5,56,25
1918,2,16,26.5,31,22
1918,2,17,25.5,32,19
1918,2,18,24,32,16
1918,2,19,38,48,28
1918,2,20,38.5,59,18
1918,2,21,13,18,8
1918,2,22,18,28,8
1918,2,23,27,37,17
1918,2,24,43.5,53,34
1918,2,25,50,56,44
1918,2,26,43,53,33
1918,2,27,36,41,31
1918,2,28,42,46,38
1918,3,1,38.5,43,34
1918,3,2,41,51,31
1918,3,3,35.5,45,26
1918,3,4,29,37,21
1918,3,5,44,54,34
1918,3,6,47,58,36
1918,3,7,32.5,37,28
1918,3,8,37.5,48,27
1918,3,9,43,47,39
1918,3,10,34,48,20
1918,3,11,27,37,17
1918,3,12,42,50,34
1918,3,13,47,54,40
1918,3,14,36.5,40,33
1918,3,15,31,42,20
1918,3,16,33.5,48,19
1918,3,17,50,62,38
1918,3,18,47.5,57,38
1918,3,19,57,76,38
1918,3,20,44.5,53,36
1918,3,21,51,64,38
1918,3,22,57.5,69,46
1918,3,23,44,51,37
1918,3,24,42.5,53,32
1918,3,25,48,58,38
1918,3,26,36,41,31
1918,3,27,37,44,30
1918,3,28,38.5,49,28
1918,3,29,44.5,53,36
1918,3,30,50,63,37
1918,3,31,57.5,69,46
1918,4,1,62.5,74,51
1918,4,2,63.5,78,49
1918,4,3,51.5,62,41
1918,4,4,44,51,37
1918,4,5,42,51,33
1918,4,6,48,60,36
1918,4,7,47.5,54,41
1918,4,8,50,59,41
1918,4,9,42.5,51,34
1918,4,10,38.5,41,36
1918,4,11,35,38,32
1918,4,12,33.5,35,32
1918,4,13,37.5,42,33
1918,4,14,52,64,40
1918,4,15,61,74,48
1918,4,16,64,74,54
1918,4,17,66,74,58
1918,4,18,53,66,40
1918,4,19,47,54,40
1918,4,20,42.5,45,40
1918,4,21,46,53,39
1918,4,22,53.5,57,50
1918,4,23,62,72,52
1918,4,24,52.5,60,45
1918,4,25,49.5,60,39
1918,4,26,53,61,45
1918,4,27,53,61,45
1918,4,28,56,66,46
1918,4,29,55,61,49
1918,4,30,60,70,50
1918,5,1,54,61,47
1918,5,2,55.5,68,43
1918,5,3,64,74,54
1918,5,4,63,73,53
1918,5,5,58,66,50
1918,5,6,73,90,56
1918,5,7,78,86,70
1918,5,8,67,79,55
1918,5,9,62.5,73,52
1918,5,10,66,76,56
1918,5,11,58.5,69,48
1918,5,12,56.5,62,51
1918,5,13,68.5,81,56
1918,5,14,66.5,72,61
1918,5,15,66,75,57
1918,5,16,61,69,53
1918,5,17,64,78,50
1918,5,18,67.5,79,56
1918,5,19,68.5,76,61
1918,5,20,70.5,79,62
1918,5,21,68.5,72,65
1918,5,22,69,76,62
1918,5,23,70,80,60
1918,5,24,62.5,69,56
1918,5,25,64.5,73,56
1918,5,26,67,76,58
1918,5,27,70.5,83,58
1918,5,28,80.5,91,70
1918,5,29,64.5,74,55
1918,5,30,54,57,51
1918,5,31,64.5,74,55
1918,6,1,81,94,68
1918,6,2,83.5,91,76
1918,6,3,76.5,84,69
1918,6,4,69.5,78,61
1918,6,5,72.5,80,65
1918,6,6,67,72,62
1918,6,7,71,81,61
1918,6,8,65,76,54
1918,6,9,70.5,80,61
1918,6,10,69,74,64
1918,6,11,60.5,64,57
1918,6,12,71.5,82,61
